Item_Item_Description,Item__No__,Item__Base_Unit_of_Measure_,Item_Inventory,Qty__on_Sales_Order_,Item__Qty__on_Purch__Order_,QtyAvailable,Av,Clifton,Clifton 8006,UB,UB Clifton,UB Clifton 8006,Total Sec + Clif,Total UB,Total
Coffee Shop Liquid Eyeshadow - Cream Puffs,1200444,EA,"12,230.00",-14,0.00,"12,216.00","12,216.",0.,0.,0.,0.,0.,"12,216.",0.,"12,216."
Coffee Shop Liquid Eyeshadow - Cafe Noir,1200445,EA,"13,790.00",-10,0,"13,780.00","13,780.",0.,0.,0.,0.,0.,"13,780.",0.,"13,780."
Coffee Shop Liquid Eyeshadow - Toasted Cocoa,1200446,EA,"14,234.00",-10,0.00,"14,224.00","14,224.",0.,0.,0.,0.,0.,"14,224.",0.,"14,224."
Coffee Shop Liquid Eyeshadow - Mocha,1200447,EA,"14,328.00",-3.00,0,"14,325.00","14,325.",0.,0.,0.,0.,0.,"14,325.",0.,"14,325."
Coffee Shop Liquid Eyeshadow - Spiced Chai,1200448,EA,"12,639.00",-4.00,0.00,"12,635.00","12,635.",0.,0.,0.,0.,0.,"12,635.",0.,"12,635."
Coffee Shop Liquid Eyeshadow - Maple Latte,1200449,EA,"14,009.00",-9.00,0.00,"14,000.00","14,000.",0.,0.,0.,0.,0.,"14,000.",0.,"14,000."
I am Magic Radiance Booster - New shade,1200450,EA,0.00,0.00,0.00,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
Coffee Shop Liquid Eyeshadow - Cinnamon Swirl,1200451,EA,"12,800.00",-6.00,0,"12,794.00","12,794.",0.,0.,0.,0.,0.,"12,794.",0.,"12,794."
Coffee Shop Liquid Eyeshadow - Caramel Malt,1200452,EA,"12,095.00",-7.00,0,"12,088.00","12,088.",0.,0.,0.,0.,0.,"12,088.",0.,"12,088."
Coffee Shop Liquid Eyeshadow - Shade 9 - Coffee Cake,1200462,EA,"14,060.00",-5.00,0.00,"14,055.00","14,055.",0.,0.,0.,0.,0.,"14,055.",0.,"14,055."
Longwear Lip Pencil - Snapped,1200495,EA,"22,615.00",-309,0,"22,306.00","22,306.",0.,0.,0.,0.,0.,"22,306.",0.,"22,306."
Longwear Lip Pencil - Kola,1200496,EA,"5,950.00",-632.00,"12,500.00","17,818.00","5,318.",0.,0.,0.,0.,0.,"5,318.",0.,"5,318."
Longwear Lip Pencil - Coffee Bean,1200497,EA,"7,327.00",-484,"12,500.00","19,343.00","6,843.",0.,0.,0.,0.,0.,"6,843.",0.,"6,843."
Longwear Lip Pencil - Cocoa Latte,1200498,EA,"24,281.00",-781.00,0.00,"23,500.00","23,500.",0.,0.,0.,0.,0.,"23,500.",0.,"23,500."
Longwear Lip Pencil - Espresso,1200499,EA,"38,444.00",-454.00,0.00,"37,990.00","37,990.",0.,0.,0.,0.,0.,"37,990.",0.,"37,990."
Longwear Lip Pencil - Scorpio,1200500,EA,"15,352.00",-337,0.00,"15,015.00","15,015.",0.,0.,0.,0.,0.,"15,015.",0.,"15,015."
Longwear Lip Pencil - Love Me Back,1200501,EA,"31,711.00",-8,0.00,"31,703.00","31,703.",0.,0.,0.,0.,0.,"31,703.",0.,"31,703."
Longwear Lip Pencil - Ruby,1200502,EA,"30,103.00",-22.00,0.00,"30,081.00","30,081.",0.,0.,0.,0.,0.,"30,081.",0.,"30,081."
Longwear Lip Pencil - So Rare,1200503,EA,"35,043.00",-43.00,0.00,"35,000.00","35,000.",0.,0.,0.,0.,0.,"35,000.",0.,"35,000."
Blushed Blush Tint - Peaches N Cream,1201002,EA,"7,631.00",-11.00,0.00,"7,620.00","7,620.",0.,0.,0.,0.,0.,"7,620.",0.,"7,620."
Blushed Duo Blush Volume 6,1002331,EA,"7,157.00",-54,10000,"17,103.00","7,103.",0.,0.,0.,0.,0.,"7,103.",0.,"7,103."
Blushed Liquid blush - Marigold,1002534,EA,"6,893.00",-17,0,"6,876.00","6,876.",0.,0.,0.,0.,0.,"6,876.",0.,"6,876."
Blushed Liquid blush - Lily Love,1002533,EA,"6,857.00",-15,0,"6,842.00","6,842.",0.,0.,0.,0.,0.,"6,842.",0.,"6,842."
Blushed Liquid blush - Soft Tulip,1002531,EA,"6,187.00",-168,0,"6,019.00","6,019.",0.,0.,0.,0.,0.,"6,019.",0.,"6,019."
Blushed Blush Tint - Flamingo Rose,1201003,EA,"4,786.00",-152,0,"4,634.00","4,634.",0.,0.,0.,0.,0.,"4,634.",0.,"4,634."
RSS Longwear Continous Setting Spray - Matte,1200510,EA,129.00,"-5,813.00","47,000.00","41,316.00","-5,684.",0.,0.,0.,0.,0.,"-5,684.",0.,"-5,684."
Nubian Eyeshadow Stick Matte - Jezebel,1200511,EA,"10,211.00",-23.00,0,"10,188.00","10,188.",0.,"10,800.",0.,0.,0.,"20,988.",0.,"20,988."
Nubian Eyeshadow Stick Matte - Morocco,1200512,EA,"9,782.00",-162,0,"9,620.00","9,620.",0.,"10,800.",0.,0.,0.,"20,420.",0.,"20,420."
Nubian Eyeshadow Stick Matte - Nile,1200513,EA,"10,785.00",-10.00,0,"10,775.00","10,775.",0.,"10,800.",0.,0.,0.,"21,575.",0.,"21,575."
Nubian Eyeshadow Stick Matte - Egypt,1200514,EA,"9,637.00",-8.00,0,"9,629.00","9,629.",0.,"10,800.",0.,0.,0.,"20,429.",0.,"20,429."
Nubian Eyeshadow Stick Shimmer - Sheba,1200515,EA,"11,363.00",-8.00,0,"11,355.00","11,355.",0.,"10,800.",0.,0.,0.,"22,155.",0.,"22,155."
Nubian Eyeshadow Stick Shimmer - Carlota,1200516,EA,"10,067.00",-159.00,0,"9,908.00","9,908.",0.,"10,800.",0.,0.,0.,"20,708.",0.,"20,708."
Nubian Eyeshadow Stick Shimmer - Kemet,1200517,EA,"8,916.00",-4.00,0,"8,912.00","8,912.",0.,"10,800.",0.,0.,0.,"19,712.",0.,"19,712."
Nubian Eyeshadow Stick Shimmer - Casablanca,1200518,EA,"8,913.00",-8.00,0,"8,905.00","8,905.",0.,"10,800.",0.,0.,0.,"19,705.",0.,"19,705."
Nubian Wave Highlighter Vol 1,1200519,EA,0.00,0,0,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
Nubian Wave Highlighter Vol 2,1200520,EA,0.00,0,0,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
Nubian Wave Highlighter Vol 3,1200521,EA,0.00,0,0,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
Longwear Lip Pencil - Signature,1200522,EA,"32,668.00",-164,0,"32,504.00","32,504.",0.,0.,0.,0.,0.,"32,504.",0.,"32,504."
Longwear Lip Pencil - Mocktail,1200523,EA,"28,424.00",-13,0,"28,411.00","28,411.",0.,0.,0.,0.,0.,"28,411.",0.,"28,411."
Longwear Lip Pencil - Centre of Attention,1200524,EA,"33,916.00",-24,0,"33,892.00","33,892.",0.,0.,0.,0.,0.,"33,892.",0.,"33,892."
Longwear Lip Pencil - Demure,1200525,EA,"26,609.00",-41,0.00,"26,568.00","26,568.",0.,0.,0.,0.,0.,"26,568.",0.,"26,568."
I am Magic Radiance Booster 0.7 - Kano,1200544,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Longwear Lip Pencil - Rizz,1200548,EA,"40,752.00",-15,0,"40,737.00","40,737.",0.,0.,0.,0.,0.,"40,737.",0.,"40,737."
Coffee Shop Double Shot - Cafe Au Lait,1200551,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Coffee Shop Double Shot - Creme de la Creme,1200552,EA,0.00,0,0,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
Coffee Shop Double Shot - Sugar Cream,1200553,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Coffee Shop Liquid Eyeshadow - Shade 10,1200554,EA,0.00,0,0,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
Blush + Lip Tint - 1,1200555,EA,0.00,0,0,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
Blush + Lip Tint - 2,1200556,EA,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
Blush + Lip Tint - 3,1200557,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Blush + Lip Tint - 4,1200558,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Blush + Lip Tint - 5,1200559,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Blush + Lip Tint - 6,1200560,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Brush Set (7 pieces),1200568,EA,"2,020.00",-11,0,"2,009.00","2,009.",0.,0.,0.,0.,0.,"2,009.",0.,"2,009."
Foundation Brush,1200569,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Round Buffer Brush,1200570,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Powder Brush,1200571,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Liquid Foundation Brush,1200572,EA,0.00,0,0.00,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
Fan Brush Small,1200573,EA,0.00,0,0.00,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
Flat Top Perfecting Brush ,1200574,EA,0.00,0,0.00,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
Complexion Brush,1200575,EA,0.00,0.00,0.00,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
Dark 3 Complexion Bundle,1200577,EA,0.00,0.00,0.00,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
Dark 2 Complexion Bundle,1200578,EA,0.00,0,0.00,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
Dark 1 Complexion Bundle,1200579,EA,0.00,0,0.00,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
Deep Dark 2 Complexion Bundle,1200580,EA,0.00,0,0.00,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
Deep Dark 1 Complexion Bundle,1200581,EA,0.00,0,0.00,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
The Coffee Shop Metallic Liquid Eyeshadow - Caramel Drizzle ,1200592,EA,"13,508.00",-14,0.00,"13,494.00","13,494.",0.,0.,0.,0.,0.,"13,494.",0.,"13,494."
The Coffee Shop Metallic Liquid Eyeshadow - Vanilla Velvet,1200593,EA,"15,231.00",-18,0,"15,213.00","15,213.",0.,0.,0.,0.,0.,"15,213.",0.,"15,213."
The Coffee Shop Metallic Liquid Eyeshadow - Bronzed Brew,1200594,EA,"12,757.00",-11,0,"12,746.00","12,746.",0.,0.,0.,0.,0.,"12,746.",0.,"12,746."
The Coffee Shop Metallic Liquid Eyeshadow - Café Royale,1200595,EA,"13,076.00",-13,0,"13,063.00","13,063.",0.,0.,0.,0.,0.,"13,063.",0.,"13,063."
Blushed Liquid blush - Sweet Berries,1002535,EA,"3,691.00",-31,0,"3,660.00","3,660.",0.,0.,0.,0.,0.,"3,660.",0.,"3,660."
Blushed & Bronzed Blurring Palette Volume 1,1201032,EA,"4,017.00",-681,240000,"243,336.00","3,336.",0.,0.,0.,0.,0.,"3,336.",0.,"3,336."
Blushed Trio Bundle V1,1200608,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Blushed Trio Bundle V2,1200609,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Blushed Trio Bundle V3,1200610,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Blushed Trio Bundle V4,1200611,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Blushed Trio Bundle V5,1200612,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Blushed Trio Bundle V6,1200613,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Black Friday Blushing Rose Bundle,1200614,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Black Friday Bronzed Rustic Bundle,1200615,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Bronzed Glow Up Bundle Buttercream Glow,1200616,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Bronzed Glow Up Bundle Honey Glow,1200617,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Bronzed Glow Up Bundle Nutmeg Glow,1200618,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Bronzed Glow Up Bundle Caramel Glow,1200619,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Bronzed Glow Up Bundle Amber Glow ,1200620,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Bronzed Glow Up Bundle Cocoa Glow,1200621,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Wickedly Popular Pink Bundle,1200622,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Wickedly Popular Green Bundle,1200623,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Finishing Bundle - Cotton Candy,1200652,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Finishing Bundle - Whipped Cream,1200653,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Finishing Bundle - Coconut Flakes,1200654,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Finishing Bundle - Brown Sugar,1200655,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Finishing Bundle - Vanilla Bean,1200656,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Finishing Bundle - Short Bread,1200657,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Finishing Bundle - Warm Honey,1200658,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Finishing Bundle - Cookie Dough,1200659,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Tan 1 Complexion Bundle,1200668,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Tan 2 Complexion Bundle,1200669,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Tan 4 Complexion Bundle,1200670,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Tan 3 Complexion Bundle,1200671,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Medium 1 Complexion Bundle,1200672,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Medium 2 Complexion Bundle,1200673,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Medium 3 Complexion Bundle,1200674,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Medium 4 Complexion Bundle,1200675,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Light 1 Complexion Bundle,1200676,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Light 2 Complexion Bundle,1200677,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Light 3 Complexion Bundle,1200678,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Very Light 1 Complexion Bundle,1200679,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Very Light 2 Complexion Bundle,1200680,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Very Light 3 Complexion Bundle,1200681,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Very Light 4 Complexion Bundle,1200682,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Black Friday Mystery Bundle 2024,1200684,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Barbielicious Lip Bundle,1200685,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Lets be Clear Bundle,1200686,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Lip Bundle 1,1200687,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Lip Bundle 2,1200688,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Lip Bundle 3,1200689,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
2025 Magic Bundle,1200690,EA,24,-1,0,23,23.,0.,0.,0.,0.,0.,23.,0.,23.
Magic Lip Oil Bundle 2,1200691,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Afrogalactic Eyeliners Bundle,1200692,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Chocolates Lip Bundle 1,1200693,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Reds Lip Bundle 1,1200694,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Reds Lip Bundle 2,1200695,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Holiday Gloss Reflect Bundle 1,1200696,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Holiday Gloss Reflect Bundle 2,1200697,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Peaches Lip Bundle 2,1200698,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Peaches Lip Bundle 3,1200699,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Mauves Lip Bundle 1,1200700,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Mauves Lip Bundle 2,1200701,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Mauves Lip Bundle 3,1200702,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Mauves Lip Bundle 4,1200703,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
VGS Bundle 1,1200704,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
VGS Bundle 2,1200705,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
VGS Bundle 3,1200706,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
VGS Bundle 4,1200707,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
VGS Bundle 5,1200708,EA,0.00,0,0,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
VGS Bundle 6,1200709,EA,0,0,0.00,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
VGS Bundle 7,1200710,EA,0.00,0,0.00,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
VGS Bundle 8,1200711,EA,0.00,0,0.00,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
VGS Bundle 9,1200712,EA,0.00,0,0.00,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
VGS Bundle 10,1200713,EA,0.00,0,0.00,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
VGS Bundle 11,1200714,EA,0.00,0.00,0.00,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
VGS Bundle 12,1200715,EA,0.00,0.00,0.00,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
Blushed Trio Bundle V4 (2),1200716,EA,0.00,0.00,0.00,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
B Big Lip Plumper - Clear Sensation Max Strength,1200731,EA,"18,444.00",-5.00,0.00,"18,439.00","18,439.",0.,0.,0.,0.,0.,"18,439.",0.,"18,439."
Culture Multichrome Eyeshadow - It Girl,1200742,EA,"14,732.00",-8.00,0.00,"14,724.00","14,724.",0.,0.,0.,0.,0.,"14,724.",0.,"14,724."
Culture Multichrome Eyeshadow - Eye Candy,1200743,EA,"13,123.00",-153.00,0.00,"12,970.00","12,970.",0.,0.,0.,0.,0.,"12,970.",0.,"12,970."
Culture Multichrome Eyeshadow - Finesse,1200744,EA,"10,664.00",-444.00,"10,000.00","20,220.00","10,220.",0.,0.,0.,0.,0.,"10,220.",0.,"10,220."
Culture Multichrome Eyeshadow - Shock,1200745,EA,"12,536.00",-157,"10,000.00","22,379.00","12,379.",0.,0.,0.,0.,0.,"12,379.",0.,"12,379."
Culture Multichrome Eyeshadow - Issa Look,1200746,EA,"10,419.00",-443,"10,000.00","19,976.00","9,976.",0.,0.,0.,0.,0.,"9,976.",0.,"9,976."
Culture Multichrome ES Stick - Golden,1200747,EA,0.00,0.00,0,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
Culture Multichrome ES Stick - Queen,1200748,EA,0.00,0.00,0,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
Culture Multichrome ES Stick - High,1200749,EA,0.00,0.00,0.00,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
Culture Multichrome ES Stick - Goddess,1200750,EA,0.00,0.00,0.00,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
Culture Multichrome ES Stick - Extra AF,1200751,EA,0.00,0.00,0.00,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
Culture Multichrome ES Stick - GLOWUP,1200752,EA,0.00,0.00,0.00,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
Culture Duochrome Eyeliner Pencils - Owambe,1200753,EA,"29,014.00",-144,0.00,"28,870.00","28,870.",0.,0.,"1,169.",0.,0.,"28,870.","1,169.","30,039."
Culture Duochrome Eyeliner Pencils - Sisi Eko,1200754,EA,"28,227.00",0,0.00,"28,227.00","28,227.",0.,0.,0.,0.,0.,"28,227.",0.,"28,227."
Culture Duochrome Eyeliner Pencils - Pepper Dem,1200755,EA,"29,014.00",0,0.00,"29,014.00","29,014.",0.,0.,"2,871.",0.,0.,"29,014.","2,871.","31,885."
Culture Duochrome Eyeliner Pencils - Shine Your Eye,1200756,EA,"29,014.00",0,0.00,"29,014.00","29,014.",0.,0.,"2,569.",0.,0.,"29,014.","2,569.","31,583."
Culture Duochrome Eyeliner Pencils - Shakara,1200757,EA,"28,870.00",-288,0.00,"28,582.00","28,582.",0.,0.,"1,092.",0.,0.,"28,582.","1,092.","29,674."
Culture Duochrome Eyeliner Pencils - Omoge,1200758,EA,"28,870.00",0,0.00,"28,870.00","28,870.",0.,0.,132.,0.,0.,"28,870.",132.,"29,002."
Culture Duochrome Eyeliner Pencil 7,1200759,EA,0,0.00,0,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
Culture Duochrome Eyeliner Pencil 8,1200760,EA,0,0.00,0,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
Culture Duochrome Eyeliner Pencil 9,1200761,EA,0.00,0.00,0,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
Nubian Volumizing and Lengthing Mascara,1200762,EA,0.00,0.00,0,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
Egyptian Pen Eyeliner  - Blanc,1200763,EA,"21,614.00",-2,0,"21,612.00","21,612.",0.,0.,0.,0.,0.,"21,612.",0.,"21,612."
Egyptian Pencil Eyeliner - White,1200764,EA,"17,306.00",-15,0.00,"17,291.00","17,291.",0.,0.,0.,0.,0.,"17,291.",0.,"17,291."
Blushed Blonzing Stick - Burnt Sugar,1200765,EA,"7,815.00",-10,0.00,"7,805.00","7,805.",0.,0.,0.,0.,0.,"7,805.",0.,"7,805."
Blushed Blonzing Stick - Spiced Rum,1200766,EA,"7,715.00",-10.00,0.00,"7,705.00","7,705.",0.,0.,0.,0.,0.,"7,705.",0.,"7,705."
Blushed Blonzing Stick - Toasted Amber,1200767,EA,"7,494.00",-5.00,0.00,"7,489.00","7,489.",0.,0.,0.,0.,0.,"7,489.",0.,"7,489."
I Line I Define Lip Liner - Sneaky Link,1200768,EA,"27,859.00",-292.00,0.00,"27,567.00","27,567.",0.,0.,0.,0.,0.,"27,567.",0.,"27,567."
I Line I Define Lip Liner - Lip Service,1200769,EA,"28,314.00",-4.00,0.00,"28,310.00","28,310.",0.,0.,0.,0.,0.,"28,310.",0.,"28,310."
I Line I Define Lip Liner - Shade Queen,1200770,EA,"27,857.00",-582.00,0.00,"27,275.00","27,275.",0.,0.,0.,0.,0.,"27,275.",0.,"27,275."
I Line I Define Lip Liner - Mocha Mischief,1200771,EA,"26,229.00",-585.00,0.00,"25,644.00","25,644.",0.,0.,0.,0.,0.,"25,644.",0.,"25,644."
I Line I Define Lip Liner - Pout-Troversy,1200772,EA,"28,179.00",-3,0.00,"28,176.00","28,176.",0.,0.,0.,0.,0.,"28,176.",0.,"28,176."
I Line I Define Lip Liner - Low Key Spicy,1200773,EA,"28,031.00",-289.00,0.00,"27,742.00","27,742.",0.,0.,0.,0.,0.,"27,742.",0.,"27,742."
Blushed Cream Blush Bundle (No box),1200776,EA,0,0.00,0,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
I Am Magic Silky Finishing Powder Mini - Cotton Candy,1200777,EA,"13,248.00",0.00,0,"13,248.00","13,248.",0.,0.,0.,0.,0.,"13,248.",0.,"13,248."
I Am Magic Silky Finishing Powder Mini - Whipped Cream,1200785,EA,"20,880.00",0.00,0,"20,880.00","20,880.",0.,0.,0.,0.,0.,"20,880.",0.,"20,880."
I Am Magic Silky Finishing Powder Mini - Coconut Flakes,1200786,EA,"20,016.00",0,0,"20,016.00","20,016.",0.,0.,0.,0.,0.,"20,016.",0.,"20,016."
I Am Magic Silky Finishing Powder Mini - Warm Honey,1200787,EA,"4,896.00",0,0,"4,896.00","4,896.",0.,0.,0.,0.,0.,"4,896.",0.,"4,896."
I Am Magic Silky Finishing Powder Mini - Cookie Dough,1200788,EA,"9,936.00",0,0,"9,936.00","9,936.",0.,0.,0.,0.,0.,"9,936.",0.,"9,936."
PR Box - Blushed Cream Blush,1200790,EA,162.00,0.00,0,162.00,162.,0.,0.,0.,0.,0.,162.,0.,162.
PR Box Egyptian Liquid & Pencil Eyeliners,1200791,EA,267.00,0,0,267.00,267.,0.,0.,0.,0.,0.,267.,0.,267.
Peptide Power Glass Balm - Clear,1200794,EA,"25,229.00",-79,0,"25,150.00","25,150.",0.,0.,0.,0.,0.,"25,150.",0.,"25,150."
I Prep I Prime Blurring Primer - Matte,1200795,EA,0.00,0,"25,000.00","25,000.00",0.,0.,0.,0.,0.,0.,0.,0.,0.
I Prep I Prime Primer - Gripping,1200796,EA,0.00,0,0,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
I am My Skin Hydra-Tint Stick - 1 Congo,1200797,EA,"2,569.00",-37.00,0,"2,532.00","2,532.",0.,0.,0.,0.,0.,"2,532.",0.,"2,532."
I am My Skin Hydra-Tint Stick - 2 Tunisia,1200798,EA,"2,371.00",-34.00,0,"2,337.00","2,337.",0.,0.,0.,0.,0.,"2,337.",0.,"2,337."
I am My Skin Hydra-Tint Stick - 3 Katsina,1200799,EA,"6,350.00",-32.00,0,"6,318.00","6,318.",0.,0.,0.,0.,0.,"6,318.",0.,"6,318."
I am My Skin Hydra-Tint Stick - 4 Zambia,1200800,EA,"6,269.00",-17.00,0,"6,252.00","6,252.",0.,0.,0.,0.,0.,"6,252.",0.,"6,252."
I am My Skin Hydra-Tint Stick - 5 Benin,1200801,EA,"6,534.00",-37.00,0,"6,497.00","6,497.",0.,0.,0.,0.,0.,"6,497.",0.,"6,497."
I am My Skin Hydra-Tint Stick - 6 Namibia,1200802,EA,"6,587.00",-24.00,0,"6,563.00","6,563.",0.,0.,0.,0.,0.,"6,563.",0.,"6,563."
I am My Skin Hydra-Tint Stick - 7 Cameroon,1200803,EA,"16,105.00",-24.00,0,"16,081.00","16,081.",0.,0.,0.,0.,0.,"16,081.",0.,"16,081."
